"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4,2023.2/4,2023.3/4,2023.4/4,2024.1/4 p)
"유럽","소계","소계",가전·전자·통신기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,6,1,6,3,0
"유럽","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,275,325,424,474,782
"유럽","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,234,255,289,315,289
"유럽","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,3,0
"유럽","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,234,254,283,312,289
"유럽","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,47,71,141,162,493
"유럽","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,0,0
"유럽","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,41,71,141,162,493
"유럽","소계","소계",소프트웨어,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,7,0,0,0,0
"유럽","소계","소계",소프트웨어,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,7,0,0,0,0
"유럽","소계","소계",서 적,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,171,144,260,316,162
"유럽","소계","소계",서 적,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,171,144,260,316,162
"유럽","소계","소계",사무·문구,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,36,13,8,224,82
"유럽","소계","소계",사무·문구,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,36,13,8,224,82
"유럽","소계","소계",음반·비디오·악기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,2101,6173,11330,2830,908
"유럽","소계","소계",음반·비디오·악기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,2101,6173,11330,2830,908
"유럽","소계","소계",의류 및 패션 관련 상품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,765,1090,854,820,1100
"유럽","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,25,36,46,9,5
"유럽","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,740,1054,808,811,1095
"유럽","소계","소계",스포츠·레저용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,422,18,15,13,20
"유럽","소계","소계",스포츠·레저용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,422,18,15,13,20
"유럽","소계","소계",화장품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,492,632,714,670,1035
"유럽","소계","소계",화장품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,49,167,92,38,28
"유럽","소계","소계",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,443,465,622,632,1007
"유럽","소계","소계",아동·유아용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,55,35,78,26,8
"유럽","소계","소계",아동·유아용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,55,35,78,26,8
"유럽","소계","소계",음·식료품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,46,37,24,27,33
"유럽","소계","소계",음·식료품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,8,12,16,6,8
"유럽","소계","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,38,25,8,21,25
"유럽","소계","소계",농축수산물,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",농축수산물,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",생활·자동차용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,12,15,42,105,182
"유럽","소계","소계",생활·자동차용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,12,15,42,105,182
"유럽","소계","소계",기 타,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,105,289,159,240,196
"유럽","소계","소계",기 타,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,105,289,159,240,196
"유럽","유럽연합+영국","소계",합계,소계,계,11024,9542,10080,10196,10331,8733,7141,5489,3646,4726,4413,4830,5716,9164,14599,6612,5448
"유럽","유럽연합+영국","소계",합계,소계,면세점,294,338,329,16,17,10,7,10,24,5,19,23,26,14,29,52,36
"유럽","유럽연합+영국","소계",합계,소계,면세점 이외,10730,9204,9751,10180,10314,8723,7134,5479,3622,4721,4394,4807,5690,9150,14570,6560,5412
"유럽","유럽연합+영국","소계",컴퓨터 및 주변기기,소계,계,694,334,524,358,511,304,249,295,206,336,1056,1568,1859,1253,1413,1459,1371
"유럽","유럽연합+영국","소계",컴퓨터 및 주변기기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",컴퓨터 및 주변기기,소계,면세점 이외,694,334,524,358,511,304,249,295,206,336,1056,1568,1859,1253,1413,1459,1371
"유럽","유럽연합+영국","소계",가전·전자·통신기기,소계,계,943,593,946,559,586,482,484,246,61,109,101,165,277,321,419,467,763
"유럽","유럽연합+영국","소계",가전·전자·통신기기,소계,면세점,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,3,0
"유럽","유럽연합+영국","소계",가전·전자·통신기기,소계,면세점 이외,942,593,946,559,586,482,484,246,61,109,101,164,271,321,419,464,763
"유럽","유럽연합+영국","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,230,250,278,305,270
"유럽","유럽연합+영국","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,0
"유럽","유럽연합+영국","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,230,250,278,302,270
"유럽","유럽연합+영국","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,47,71,141,162,493
"유럽","유럽연합+영국","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,0,0
"유럽","유럽연합+영국","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,41,71,141,162,493
"유럽","유럽연합+영국","소계",소프트웨어,소계,계,26,26,22,25,21,27,23,8,0,0,0,0,7,0,0,0,0
"유럽","유럽연합+영국","소계",소프트웨어,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",소프트웨어,소계,면세점 이외,26,26,22,25,21,27,23,8,0,0,0,0,7,0,0,0,0
"유럽","유럽연합+영국","소계",서 적,소계,계,72,127,150,165,261,190,228,284,207,344,241,142,167,141,249,259,155
"유럽","유럽연합+영국","소계",서 적,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",서 적,소계,면세점 이외,72,127,150,165,261,190,228,284,207,344,241,142,167,141,249,259,155
"유럽","유럽연합+영국","소계",사무·문구,소계,계,8,8,4,5,19,15,26,19,26,10,9,25,36,12,8,211,76
"유럽","유럽연합+영국","소계",사무·문구,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",사무·문구,소계,면세점 이외,8,8,4,5,19,15,26,19,26,10,9,25,36,12,8,211,76
"유럽","유럽연합+영국","소계",음반·비디오·악기,소계,계,2728,2636,2958,3770,3103,2702,2189,1642,1113,2144,1253,1018,1981,5916,11092,2501,812
"유럽","유럽연합+영국","소계",음반·비디오·악기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",음반·비디오·악기,소계,면세점 이외,2728,2636,2958,3770,3103,2702,2189,1642,1113,2144,1253,1018,1981,5916,11092,2501,812
"유럽","유럽연합+영국","소계",의류 및 패션 관련 상품,소계,계,813,1765,1276,1274,1116,1351,1020,1229,1057,1231,1122,1032,651,835,661,777,1066
"유럽","유럽연합+영국","소계",의류 및 패션 관련 상품,소계,면세점,6,0,0,2,2,5,2,1,20,2,8,7,4,2,10,9,4
"유럽","유럽연합+영국","소계",의류 및 패션 관련 상품,소계,면세점 이외,807,1765,1276,1272,1114,1346,1018,1228,1037,1229,1114,1025,647,833,651,768,1062
"유럽","유럽연합+영국","소계",스포츠·레저용품,소계,계,211,192,418,476,416,143,251,360,305,18,20,300,301,16,13,12,16
"유럽","유럽연합+영국","소계",스포츠·레저용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",스포츠·레저용품,소계,면세점 이외,211,192,418,476,416,143,251,360,305,18,20,300,301,16,13,12,16
"유럽","유럽연합+영국","소계",화장품,소계,계,3108,1988,1867,1524,1457,1311,783,531,222,397,288,311,268,348,517,562,845
"유럽","유럽연합+영국","소계",화장품,소계,면세점,283,337,329,14,15,4,5,8,4,2,10,11,12,10,14,34,25
"유럽","유럽연합+영국","소계",화장품,소계,면세점 이외,2825,1651,1538,1510,1442,1307,778,523,218,395,278,300,256,338,503,528,820
"유럽","유럽연합+영국","소계",아동·유아용품,소계,계,367,316,284,387,689,523,419,167,46,25,17,53,15,18,22,26,8
"유럽","유럽연합+영국","소계",아동·유아용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",아동·유아용품,소계,면세점 이외,367,316,284,387,689,523,419,167,46,25,17,53,15,18,22,26,8
"유럽","유럽연합+영국","소계",음·식료품,소계,계,382,20,10,16,16,18,11,11,9,18,11,19,42,27,13,27,32
"유럽","유럽연합+영국","소계",음·식료품,소계,면세점,4,1,0,0,0,1,0,1,0,1,1,4,4,2,5,6,7
"유럽","유럽연합+영국","소계",음·식료품,소계,면세점 이외,378,19,10,16,16,17,11,10,9,17,10,15,38,25,8,21,25
"유럽","유럽연합+영국","소계",농축수산물,소계,계,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",농축수산물,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",농축수산물,소계,면세점 이외,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",생활·자동차용품,소계,계,694,632,637,597,670,591,469,209,23,15,29,21,11,10,41,84,114
"유럽","유럽연합+영국","소계",생활·자동차용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",생활·자동차용품,소계,면세점 이외,694,632,637,597,670,591,469,209,23,15,29,21,11,10,41,84,114
"유럽","유럽연합+영국","소계",기 타,소계,계,978,905,984,1040,1467,1074,990,487,374,80,268,179,101,267,151,227,190
"유럽","유럽연합+영국","소계",기 타,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",기 타,소계,면세점 이외,978,905,984,1040,1467,1074,990,487,374,80,268,179,101,267,151,227,190
"유럽","유럽연합+영국","유럽연합",합계,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,4457,7702,13506,5232,4448
"유럽","유럽연합+영국","유럽연합",합계,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,26,14,27,45,34
"유럽","유럽연합+영국","유럽연합",합계,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,4431,7688,13479,5187,4414
"유럽","유럽연합+영국","유럽연합",컴퓨터 및 주변기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1736,1173,1357,1397,1283
"유럽","유럽연합+영국","유럽연합",컴퓨터 및 주변기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1736,1173,1357,1397,1283
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,240,209,367,391,725
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,3,0
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,234,209,367,388,725
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,199,143,226,229,232
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,0
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,199,143,226,226,232
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,41,66,141,162,493
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,0,0
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,35,66,141,162,493
"유럽","유럽연합+영국","유럽연합",소프트웨어,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,5,0,0,0,0
"유럽","유럽연합+영국","유럽연합",소프트웨어,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,5,0,0,0,0
"유럽","유럽연합+영국","유럽연합",서 적,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,134,113,219,228,125
"유럽","유럽연합+영국","유럽연합",서 적,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,134,113,219,228,125
"유럽","유럽연합+영국","유럽연합",사무·문구,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,12,10,7,177,66
"유럽","유럽연합+영국","유럽연합",사무·문구,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,12,10,7,177,66
"유럽","유럽연합+영국","유럽연합",음반·비디오·악기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1292,5178,10585,1913,569
"유럽","유럽연합+영국","유럽연합",음반·비디오·악기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1292,5178,10585,1913,569
"유럽","유럽연합+영국","유럽연합",의류 및 패션 관련 상품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,423,522,512,504,739
"유럽","유럽연합+영국","유럽연합",의류 및 패션 관련 상품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,4,2,10,6,4
"유럽","유럽연합+영국","유럽연합",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,419,520,502,498,735
"유럽","유럽연합+영국","유럽연합",스포츠·레저용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,299,11,8,10,12
"유럽","유럽연합+영국","유럽연합",스포츠·레저용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,299,11,8,10,12
"유럽","유럽연합+영국","유럽연합",화장품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,223,275,284,386,718
"유럽","유럽연합+영국","유럽연합",화장품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,12,10,14,31,25
"유럽","유럽연합+영국","유럽연합",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,211,265,270,355,693
"유럽","유럽연합+영국","유럽연합",아동·유아용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,12,14,15,18,6
"유럽","유럽연합+영국","유럽연합",아동·유아용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,12,14,15,18,6
"유럽","유럽연합+영국","유럽연합",음·식료품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,15,9,7,10,11
"유럽","유럽연합+영국","유럽연합",음·식료품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,4,2,3,5,5
"유럽","유럽연합+영국","유럽연합",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,11,7,4,5,6
"유럽","유럽연합+영국","유럽연합",농축수산물,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",농축수산물,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",생활·자동차용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,6,7,40,54,90
"유럽","유럽연합+영국","유럽연합",생활·자동차용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,6,7,40,54,90
"유럽","유럽연합+영국","유럽연합",기 타,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,60,181,105,144,104
"유럽","유럽연합+영국","유럽연합",기 타,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","유럽연합",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,60,181,105,144,104
"유럽","유럽연합+영국","영국",합계,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1259,1462,1093,1380,1000
"유럽","유럽연합+영국","영국",합계,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,7,2
"유럽","유럽연합+영국","영국",합계,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1259,1462,1091,1373,998
"유럽","유럽연합+영국","영국",컴퓨터 및 주변기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,123,80,56,62,88
"유럽","유럽연합+영국","영국",컴퓨터 및 주변기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,123,80,56,62,88
"유럽","유럽연합+영국","영국",가전·전자·통신기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,37,112,52,76,38
"유럽","유럽연합+영국","영국",가전·전자·통신기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,37,112,52,76,38
"유럽","유럽연합+영국","영국",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,31,107,52,76,38
"유럽","유럽연합+영국","영국",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,31,107,52,76,38
"유럽","유럽연합+영국","영국",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,6,5,0,0,0
"유럽","유럽연합+영국","영국",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,6,5,0,0,0
"유럽","유럽연합+영국","영국",소프트웨어,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,0,0
"유럽","유럽연합+영국","영국",소프트웨어,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,0,0
"유럽","유럽연합+영국","영국",서 적,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,33,28,30,31,30
"유럽","유럽연합+영국","영국",서 적,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,33,28,30,31,30
"유럽","유럽연합+영국","영국",사무·문구,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,24,2,1,34,10
"유럽","유럽연합+영국","영국",사무·문구,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,24,2,1,34,10
"유럽","유럽연합+영국","영국",음반·비디오·악기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,689,738,507,588,243
"유럽","유럽연합+영국","영국",음반·비디오·악기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,689,738,507,588,243
"유럽","유럽연합+영국","영국",의류 및 패션 관련 상품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,228,313,149,273,327
"유럽","유럽연합+영국","영국",의류 및 패션 관련 상품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,0
"유럽","유럽연합+영국","영국",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,228,313,149,270,327
"유럽","유럽연합+영국","영국",스포츠·레저용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,2,5,5,2,4
"유럽","유럽연합+영국","영국",스포츠·레저용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,2,5,5,2,4
"유럽","유럽연합+영국","영국",화장품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,45,73,233,176,127
"유럽","유럽연합+영국","영국",화장품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,0
"유럽","유럽연합+영국","영국",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,45,73,233,173,127
"유럽","유럽연합+영국","영국",아동·유아용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,3,4,7,8,2
"유럽","유럽연합+영국","영국",아동·유아용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,3,4,7,8,2
"유럽","유럽연합+영국","영국",음·식료품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,27,18,6,17,21
"유럽","유럽연합+영국","영국",음·식료품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,1,2
"유럽","유럽연합+영국","영국",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,27,18,4,16,19
"유럽","유럽연합+영국","영국",농축수산물,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",농축수산물,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",생활·자동차용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,5,3,1,30,24
"유럽","유럽연합+영국","영국",생활·자동차용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,5,3,1,30,24
"유럽","유럽연합+영국","영국",기 타,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,41,86,46,83,86
"유럽","유럽연합+영국","영국",기 타,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","유럽연합+영국","영국",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,41,86,46,83,86
"유럽","기타 유럽","소계",합계,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,669,920,751,643,460
"유럽","기타 유럽","소계",합계,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,62,202,131,4,5
"유럽","기타 유럽","소계",합계,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,607,718,620,639,455
"유럽","기타 유럽","소계",컴퓨터 및 주변기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,33,59,23,48,29
"유럽","기타 유럽","소계",컴퓨터 및 주변기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","기타 유럽","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,33,59,23,48,29
"유럽","기타 유럽","소계",가전·전자·통신기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,4,5,11,10,19
"유럽","기타 유럽","소계",가전·전자·통신기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,0,0
"유럽","기타 유럽","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,4,4,5,10,19
